Temp(C),Temp(K),Humidity,Pressure,Soil Moisture,Smoke Density,Air Density,Wind Speed,FFMC,DMC,DC,ISI,BUI,FWI,Risk
19.97,293.12,66.96,989.52,19.79,46.96,3.38,6.02,13.19,15.46,34.3,7.94,24.88,19.75,Medium
27.42,300.57,57.32,1015.55,28.74,52.48,3.38,7.69,8.75,24.62,40.35,6.73,32.48,21.86,Medium
27.31,300.46,84.85,1014.74,29.13,35.05,3.38,8.07,8.01,27.88,40.06,6.46,33.97,21.94,Medium
28.9,302.05,42.87,1020.92,36.12,45.34,3.38,4.15,10.27,23.17,53.65,4.26,38.41,16.36,Medium
24.18,297.33,37.81,1006,22.44,36.41,3.38,7.32,10.74,20.47,31.64,7.86,26.05,20.48,Medium
14.77,287.92,86.06,974.49,26.22,37.7,3.38,5.33,12.88,30.79,33.7,6.87,32.25,22.16,Medium
27.11,300.26,50.16,1015.68,33.93,55.43,3.38,5.13,10.15,31.87,56.39,5.21,44.13,22.99,Medium
30.13,303.28,77.75,1024.86,20.99,35.01,3.38,8.4,10.65,16.61,21.98,8.95,19.3,17.27,Medium
28.77,301.92,81.03,1022.33,38.18,34.2,3.39,7.23,14.21,39.72,48.22,10.27,43.97,45.16,Extreme
20.68,293.83,52.78,995.79,38.66,35.8,3.39,6.23,12.62,51.81,69.23,7.86,60.52,47.57,Extreme
23.56,296.71,75.01,1005.44,34.9,58.53,3.39,6.41,10.13,45.82,64.77,6.49,55.3,35.89,High
17.12,290.27,54.8,984.43,27.99,66.88,3.39,6.8,13.62,27.99,45.26,9.26,36.62,33.91,High
11.92,285.07,42.4,966.44,36.33,43.19,3.39,5.79,12.16,50.07,49.14,7.04,49.61,34.93,High
18.95,292.1,80.79,991.18,36.76,53.74,3.39,4.9,10.04,49.08,67.65,4.92,58.37,28.72,High
27.92,301.07,79.8,1021.36,34.78,43.95,3.39,6.13,9.81,36.11,61.44,6.01,48.77,29.31,High
11.57,284.72,69.72,965.06,35.82,42.94,3.39,4.55,13.32,47.09,46.64,6.06,46.87,28.4,High
25.94,299.09,88.91,1012.93,25.06,61.35,3.39,5.95,15.61,36.63,30.6,9.29,33.62,31.23,High
22.18,295.33,83.09,1001.24,32.63,37.34,3.39,6.59,15.45,26.05,50.01,10.18,38.03,38.71,High
18.43,291.58,35.68,989.74,25.9,42.4,3.39,7.2,4.74,37.41,32.72,3.41,35.06,11.96,Low
10.11,283.26,58.71,960.35,29.9,34.07,3.39,1.61,11.42,16.94,32.91,1.84,24.92,4.59,Low
11.02,284.17,77.09,962.11,6.74,49.79,3.39,5.66,6.94,9.48,10.79,3.93,10.13,3.98,Low
11.94,285.09,76.97,965.57,19.22,68.4,3.39,4.44,12.22,17.34,28.23,5.43,22.79,12.37,Low
27.91,301.06,40.56,1020.29,6.98,44.7,3.39,7.66,5.57,8.71,13,4.27,10.86,4.64,Low
27.67,300.82,73.17,1018.31,39.1,65.2,3.39,4.96,5.31,32.52,50.68,2.63,41.6,10.94,Low
19.78,292.93,86.26,992.97,2.51,31.96,3.39,6.22,10.43,2.12,3.4,6.49,2.76,1.79,Low
24.92,298.07,54.34,1010.75,27.14,58.9,3.39,2.75,9.42,35.54,52.59,2.59,44.06,11.41,Low
27.9,301.05,43.9,1019.16,17.61,44.1,3.39,6.39,8.79,9.28,18.88,5.62,14.08,7.91,Low
23.3,296.45,30.95,1004.08,11.34,44.51,3.39,2.51,10.22,10.86,14.25,2.57,12.55,3.23,Low
11.04,284.19,36.66,963.06,11.06,43.1,3.39,6,5.86,15.77,15.29,3.52,15.53,5.47,Low
17.27,290.42,72.62,984.95,7.31,34.77,3.39,2.09,13.48,9.73,10.37,2.82,10.05,2.83,Low
19.17,292.32,36.46,991.61,6.09,46.39,3.39,6.05,9.75,8.43,7.24,5.9,7.83,4.62,Low
11.52,284.67,80.09,964.46,24.08,56.64,3.39,5.1,5.07,26.36,37.35,2.59,31.86,8.25,Low
22.71,295.86,67.83,1001.95,19.65,37.57,3.39,2.64,4.84,18.46,24.52,1.28,21.49,2.75,Low
14.91,288.06,80.17,977.73,11.96,68.18,3.39,2.25,7.81,17.65,13.15,1.76,15.4,2.71,Low
24.72,297.87,32.69,1008.49,28.23,37.17,3.39,2.12,7.97,36.79,43.8,1.69,40.3,6.81,Low
10.09,283.24,32.35,961.39,25.95,35.32,3.39,3.1,8.33,20.83,42.44,2.58,31.63,8.16,Low
11.82,284.97,49.65,966.42,23.75,60.93,3.39,5.83,3.31,33.63,28.03,1.93,30.83,5.95,Low
28.46,301.61,56.47,1023.07,31.49,68.7,3.39,1.74,9.3,30.46,43.55,1.62,37,5.99,Low
27.86,301.01,51.51,1020.92,3.37,42.98,3.39,5.89,5.75,3.71,6.44,3.39,5.08,1.72,Low
13.79,286.94,62.66,972.56,35.17,32.29,3.39,3.58,4.6,50.29,39.49,1.65,44.89,7.41,Low
24.71,297.86,58.02,1010.43,5.65,56.55,3.39,2.65,13.11,5.25,7.41,3.47,6.33,2.2,Low
20.64,293.79,61.43,995.22,1.25,66.05,3.39,7.12,10.94,1.47,1.99,7.79,1.73,1.35,Low
15.16,288.31,89.91,977.22,17.82,49.26,3.39,4.18,15.3,10.09,22.91,6.4,16.5,10.56,Low
21.51,294.66,40.91,997.78,20.5,36.48,3.39,3.32,3.99,17.74,27.74,1.32,22.74,3,Low
26.3,299.45,37.74,1016.51,36.21,54.78,3.39,3.63,6.1,38.64,68.11,2.21,53.38,11.8,Low
22.15,295.3,51.64,1001.06,1.26,45.21,3.39,7.42,4.92,1.73,1.3,3.65,1.52,0.55,Low
25.47,298.62,77.44,1010.94,12.83,42.33,3.39,2.75,11.73,17.92,21.76,3.23,19.84,6.41,Low
22.75,295.9,60.78,1004.13,2.03,41.89,3.39,6.83,12.85,2.82,3.88,8.78,3.35,2.94,Low
18.57,291.72,87.45,989.35,19.99,59.55,3.39,5.67,5.74,10.62,22.83,3.25,16.72,5.43,Low
16.45,289.6,67.69,982.83,10.26,36.72,3.39,4.9,4.53,7.92,16.37,2.22,12.14,2.7,Low
10.85,284,78.13,962.17,9.87,47.46,3.39,5.62,7.93,12.22,9.97,4.46,11.1,4.95,Low
20.63,293.78,80.94,994.81,17.26,50.53,3.39,3.53,9.05,25.1,17.35,3.19,21.23,6.77,Low
24.13,297.28,49.9,1008.04,5.85,42.9,3.39,3.17,9.45,7.3,10.66,3,8.98,2.69,Low
17.06,290.21,49.54,984.08,28.26,30.41,3.39,2.22,7.73,34.82,56.4,1.72,45.61,7.84,Low
27.09,300.24,51.99,1018.96,14.11,37.87,3.39,7.31,9.44,9.72,16.69,6.9,13.21,9.11,Low
13.25,286.4,68.59,970.25,4.84,67.31,3.39,6.4,5.77,3.4,6.81,3.69,5.1,1.88,Low
26.89,300.04,72.01,1017.55,12.62,50.8,3.39,6.2,8.22,9.56,23.98,5.1,16.77,8.55,Low
26.18,299.33,41.08,1014.81,14.74,48.48,3.39,4.19,11.12,18.1,20.54,4.66,19.32,9,Low
25.45,298.6,68.65,1011.83,27.79,64.66,3.39,1.6,10.97,22.23,28.85,1.76,25.54,4.5,Low
21.96,295.11,39.78,999.95,31.48,56.22,3.39,0.54,11.56,34.07,56.1,0.62,45.09,2.8,Low
22.21,295.36,38.58,1001.44,23.8,44.18,3.39,6.5,5.51,31.92,24.61,3.58,28.27,10.12,Low
16.46,289.61,84.98,983.13,18.43,33.4,3.39,3.91,14.35,11.65,23.05,5.61,17.35,9.73,Low
28.18,301.33,56.06,1022.34,6.68,66.37,3.39,5.24,5.77,5.75,11.17,3.02,8.46,2.55,Low
20.85,294,76.05,997.67,8.74,50.83,3.39,4.78,10.46,11.05,12.53,5,11.79,5.89,Low
27.33,300.48,78.96,1017.48,27.46,30.43,3.39,2.01,9.67,17.75,41.05,1.94,29.4,5.7,Low
13.76,286.91,82.78,972.27,11.53,59.43,3.39,5.63,8.93,6.75,15.16,5.03,10.96,5.51,Low
21.84,294.99,72.48,1000.42,20.27,61.4,3.39,7.23,7.49,28.82,29.69,5.42,29.26,15.86,Medium
10.06,283.21,67.84,960.53,32.53,63.98,3.39,3.86,13.46,23.44,56.44,5.2,39.94,20.77,Medium
12.27,285.42,34.04,967.73,32.88,31.68,3.39,5.5,11.6,31.84,38.01,6.38,34.92,22.28,Medium
20.1,293.25,58.44,992.67,39.22,49.53,3.39,6.95,5,50.06,51.63,3.48,50.84,17.69,Medium
11.25,284.4,49.03,962.82,26.61,60.87,3.39,4.65,11.24,22.55,44.62,5.23,33.59,17.57,Medium
21.61,294.76,54.75,998.09,39.81,40.94,3.39,6.5,7.32,41.79,63.56,4.76,52.67,25.07,Medium
10.96,284.11,76.66,961.74,29.32,37.47,3.39,4.84,8.68,36.4,31.01,4.2,33.7,14.15,Medium
25.11,298.26,62.18,1011.84,31.47,47.93,3.39,4.96,9.66,34.98,46.13,4.79,40.55,19.42,Medium
28.08,301.23,31.21,1021.35,17.86,52.66,3.39,8.07,11.8,11.28,35.14,9.52,23.21,22.1,Medium
11.38,284.53,63.72,965.42,24.02,44.36,3.39,2.98,13.91,28.58,48,4.15,38.29,15.89,Medium
27.97,301.12,63.17,1020,31.83,68.18,3.39,6.05,8.34,47.41,47.47,5.05,47.44,23.96,Medium
10.5,283.65,73.71,961.11,30.41,59.02,3.39,3.16,13.89,30.8,46.46,4.39,38.63,16.96,Medium
28.89,302.04,52.61,1022.94,35.65,54.16,3.39,8.36,6.09,38.32,46.18,5.09,42.25,21.51,Medium
23.78,296.93,81.7,1007.34,26.37,49.89,3.39,7.26,8.97,15.9,39.32,6.51,27.61,17.97,Medium
24.2,297.35,70.87,1007.16,35.49,38.28,3.39,7.06,8.08,24.64,50.6,5.7,37.62,21.44,Medium
17.58,290.73,49.58,985.19,23.1,59.18,3.39,7.06,11.12,23.98,39.24,7.85,31.61,24.81,Medium
24.99,298.14,51,1012.07,35.69,36.98,3.39,6.81,9.56,28.58,48.99,6.51,38.78,25.25,Medium
23.3,296.45,31.15,1008.76,24.52,51.7,3.4,7.33,12.6,31.22,33.4,9.24,32.31,29.85,High
17.48,290.63,83.15,987.06,38.92,65.55,3.4,3.43,15.06,55.58,72.58,5.17,64.08,33.13,High
26.99,300.14,58.75,1020.38,27.33,33.25,3.4,8.13,13.39,23.05,46.58,10.89,34.81,37.91,High
23.64,296.79,63.5,1010.28,24.68,41.37,3.4,6.53,13.84,27.04,39.96,9.04,33.5,30.28,High
21.29,294.44,87.33,1001.54,28.49,56.09,3.4,6.66,12.9,29.71,37.06,8.59,33.39,28.68,High
19.42,292.57,81.73,994.64,32.96,30.64,3.4,2.36,14.47,27.65,42.6,3.41,35.12,11.98,Low
25.32,298.47,50.01,1016.04,14.05,59.39,3.4,3.37,4.41,9.18,16.62,1.49,12.9,1.92,Low
27.94,301.09,38.9,1023,2.88,52.56,3.4,3.95,6.4,2.48,3.6,2.53,3.04,0.77,Low
25.66,298.81,56.11,1016.92,14.71,36.48,3.4,3.65,11.81,12.53,23.76,4.31,18.14,7.82,Low
11.35,284.5,48.49,967.18,35.47,65.28,3.4,4.92,4.37,35.78,40.54,2.15,38.16,8.2,Low
27.02,300.17,49.36,1021.86,13.13,37.21,3.4,5.87,5.05,16.28,25.6,2.96,20.94,6.2,Low
13.11,286.26,68.18,973.41,7.61,67.12,3.4,4.86,7.26,10.85,7.95,3.53,9.4,3.32,Low
27.75,300.9,85.4,1022.13,18.29,35.93,3.4,6.39,7.31,19.06,19.78,4.67,19.42,9.07,Low
12.28,285.43,64.63,970.89,31.79,45.95,3.4,6.06,5.74,23.42,38.51,3.48,30.96,10.77,Low
11.5,284.65,40.46,967.16,16.23,62.88,3.4,4.07,6.48,12.19,27.32,2.64,19.75,5.21,Low
24.21,297.36,40.84,1012.13,32.8,57.62,3.4,3.45,5.83,33.61,35.18,2.01,34.39,6.91,Low
20.57,293.72,75.23,997.34,36.88,57.1,3.4,2.79,6.23,37.28,58.71,1.74,48,8.35,Low
10.37,283.52,37.25,964.48,12.4,59.68,3.4,1.02,3.86,14,22.35,0.39,18.18,0.71,Low
21.32,294.47,75.73,1002.28,39.4,44.95,3.4,4.07,5.53,25.22,41.12,2.25,33.17,7.46,Low
24.54,297.69,40.04,1012.28,2.88,58.79,3.4,1.79,6.31,2.59,5.41,1.13,4,0.45,Low
11.39,284.54,35.67,967.84,3.67,65.29,3.4,5.24,5.64,5.43,7.02,2.96,6.22,1.84,Low
23.12,296.27,73.85,1008.04,2.21,60.29,3.4,5.63,5.94,1.93,3.54,3.34,2.73,0.91,Low
20.35,293.5,38.28,997.38,7.99,53.89,3.4,3.44,11.3,6.83,15.21,3.89,11.02,4.29,Low
18.94,292.09,43.85,992.51,22.72,38.2,3.4,3.27,7.17,19.16,31.59,2.34,25.38,5.94,Low
18.68,291.83,44.06,991.57,24.59,36.92,3.4,1.34,5.9,31.55,44.75,0.79,38.15,3.01,Low
14.69,287.84,86.63,979.55,27.57,48.2,3.4,2.82,10.64,15.31,45.73,3,30.52,9.16,Low
12.31,285.46,31.9,970.39,25.19,61.14,3.4,4.39,9.57,12.79,33.97,4.2,23.38,9.82,Low
26.7,299.85,31.08,1019.32,4.77,56.67,3.4,6.7,4.82,2.96,9.48,3.23,6.22,2.01,Low
12.66,285.81,37.55,971.03,18.74,59.06,3.4,6.11,3.99,27.3,18.81,2.44,23.05,5.62,Low
10.71,283.86,43.68,965.72,33.23,38.13,3.4,5.42,3.15,33.83,65.1,1.71,49.46,8.46,Low
10.45,283.6,62.77,962.9,6.07,56.89,3.4,0.98,12.1,4.78,8.55,1.19,6.67,0.79,Low
21.06,294.21,79.06,1001.12,39.29,38.05,3.4,3.75,8.88,21.46,48.28,3.33,34.87,11.61,Low
24.97,298.12,75.97,1013.53,5.53,69.58,3.4,7.31,8.3,6.46,8.56,6.07,7.51,4.56,Low
16.04,289.19,36.59,982.94,21.26,59.16,3.4,1.84,9.24,22.54,28.41,1.7,25.48,4.33,Low
16.89,290.04,67.63,986.73,32.26,33.97,3.4,4.38,5.63,29.22,45.01,2.47,37.11,9.17,Low
15.55,288.7,54.22,981.23,36.4,64.64,3.4,0.35,7.57,44.76,62.21,0.26,53.48,1.39,Low
13.8,286.95,85.06,976.5,20.04,58.86,3.4,2.43,12.67,28.69,23.57,3.08,26.13,8.05,Low
12.53,285.68,70.75,970.45,10.86,37.4,3.4,3.78,6.81,15.73,16.2,2.57,15.96,4.1,Low
13.11,286.26,73.34,973.47,38.55,52.35,3.4,5.67,4.73,37.15,44.67,2.68,40.91,10.96,Low
10.67,283.82,74.93,964.58,9.96,59.71,3.4,5.35,14.2,10.7,10.76,7.6,10.73,8.15,Low
15.28,288.43,60.5,980.25,37.01,42.86,3.4,4.23,5.91,43.81,47.53,2.5,45.67,11.42,Low
28.01,301.16,68.11,1024.67,1.93,39.93,3.4,1.77,14,1.52,3.08,2.48,2.3,0.57,Low
15.22,288.37,66.23,979.91,9.23,34.98,3.4,4,10.71,9.7,15,4.28,12.35,5.29,Low
16.03,289.18,33.5,983.06,9.69,52.48,3.4,4.84,11.38,5.34,12.64,5.51,8.99,4.95,Low
10.36,283.51,65.77,963.84,1.49,57.14,3.4,5.46,8.33,1.36,2.69,4.55,2.02,0.92,Low
18.43,291.58,60.16,991.25,25.48,68.24,3.4,0.88,6.88,22.19,45.87,0.61,34.03,2.08,Low
18.14,291.29,33.96,990.42,18.91,63.21,3.4,5.94,4.34,18.62,20.73,2.58,19.68,5.08,Low
16.19,289.34,84.99,982.41,20.21,51.99,3.4,3.56,9.04,26.75,31.17,3.22,28.96,9.33,Low
15.18,288.33,81.47,981.47,3.76,36.07,3.4,6.46,9.93,2.21,4.3,6.41,3.25,2.08,Low
10.73,283.88,41.7,963.94,30.35,33.25,3.4,4.31,8.91,29.77,57.29,3.84,43.53,16.72,Medium
27.07,300.22,79.95,1020.36,29.96,54.98,3.4,3.13,14.35,30.45,53.03,4.49,41.74,18.74,Medium
21.58,294.73,58.29,1001,33.58,32.92,3.4,6.91,7.89,35.48,60.39,5.45,47.94,26.13,Medium
14.48,287.63,41.44,976.7,22.37,69.6,3.4,5,12.85,22.65,41.93,6.42,32.29,20.73,Medium
14.9,288.05,67.82,978.98,37,52.01,3.4,5,5.62,36.39,64.73,2.81,50.56,14.21,Medium
20.68,293.83,59.77,997.89,29.46,43.83,3.4,4.41,11.4,34.48,43.21,5.03,38.84,19.54,Medium
14.81,287.96,76.35,978.55,38.02,31.2,3.4,3.77,8.18,36.13,52.08,3.08,44.11,13.59,Medium
19.51,292.66,73.44,994.98,28.01,47.23,3.4,6.36,9.47,16.22,53.58,6.02,34.9,21.01,Medium
22.55,295.7,68.88,1005.06,24.02,65.87,3.4,6.17,13.97,13.2,30.64,8.62,21.92,18.9,Medium
25.19,298.34,87.46,1013.4,25.29,58.98,3.4,2.44,13.57,34.83,46.79,3.31,40.81,13.51,Medium
23.86,297.01,54.21,1009.61,21.37,45.22,3.4,5.27,12.26,25.46,27.12,6.46,26.29,16.98,Medium
16.58,289.73,30.7,983.67,39.73,53.18,3.4,2.07,10.5,51.91,71.85,2.17,61.88,13.43,Medium
15.69,288.84,40.46,980.86,29.2,60.31,3.4,6.71,6.22,20.6,58.15,4.17,39.38,16.42,Medium
18.87,292.02,70.24,991.45,37.5,49.97,3.4,6.44,9.37,32.3,47.41,6.03,39.85,24.03,Medium
17.01,290.16,42.43,986.15,38.89,34.38,3.4,2.35,12.49,26.24,73.29,2.94,49.77,14.63,Medium
24.26,297.41,74.07,1013.89,31.02,59.74,3.41,7.45,14.9,41.52,43.37,11.1,42.45,47.12,Extreme
24.43,297.58,78.33,1014.06,37.65,62.08,3.41,7.79,11.08,20.19,69.02,8.63,44.6,38.49,High
21.3,294.45,80.53,1004.59,28.44,55.06,3.41,6.67,14.83,29.24,43.18,9.89,36.21,35.81,High
27.1,300.25,70.78,1023.96,35.65,53.71,3.41,7.22,8.47,36.45,57.17,6.12,46.81,28.65,High
24.79,297.94,67.51,1016.03,24.28,55.78,3.41,6.71,12.53,27.18,44.43,8.41,35.8,30.11,High
19.77,292.92,54.94,997.46,33.43,49.92,3.41,7.22,10.46,26.67,56.46,7.55,41.56,31.38,High
10.51,283.66,58.48,966.88,11.2,61.82,3.41,6.2,9.64,9.17,21.58,5.98,15.38,9.2,Low
21.09,294.24,41.38,1003.44,13.68,52.12,3.41,4.58,9.87,19.55,22.59,4.52,21.07,9.52,Low
13.37,286.52,58.29,977.04,3.35,35.86,3.41,4.78,8.46,4.93,5.84,4.04,5.38,2.17,Low
13.25,286.4,60.95,976.89,31.77,53.82,3.41,0.48,9.64,37.75,57.31,0.46,47.53,2.19,Low
11.23,284.38,40.16,969.36,32.67,33.64,3.41,1.05,3.99,41.36,44.09,0.42,42.73,1.79,Low
21.5,294.65,44.22,1005.89,32.19,41.25,3.41,2.35,13.37,30.08,40.23,3.14,35.16,11.04,Low
16.15,289.3,62.44,987.57,16.17,61.05,3.41,5.72,7.35,21.89,31.28,4.2,26.59,11.17,Low
23.07,296.22,67.78,1009.83,27.56,62.03,3.41,7.14,4.98,28.66,36.74,3.56,32.7,11.64,Low
14.65,287.8,58.82,982.07,1.72,39.52,3.41,3,12.24,0.87,3.02,3.67,1.95,0.72,Low
23.47,296.62,41.52,1012.4,32.68,37.63,3.41,7.78,3.51,42.12,34.46,2.73,38.29,10.45,Low
11.39,284.54,75.84,970.88,12.84,50.41,3.41,3.62,5.64,7.28,23.15,2.04,15.21,3.1,Low
17.94,291.09,52.26,993.14,3.8,45.73,3.41,6.89,13.15,5.09,5.25,9.06,5.17,4.68,Low
17.8,290.95,54.42,993.2,14.58,41.93,3.41,6.74,6.16,11.17,23.25,4.15,17.21,7.14,Low
23.27,296.42,61.78,1009.5,18.77,65.03,3.41,1.54,8.21,10.95,21.31,1.26,16.13,2.03,Low
17.64,290.79,88.3,992.47,14.87,58.77,3.41,1.91,12.04,9.85,17.35,2.3,13.6,3.13,Low
16.96,290.11,84.3,988.02,1.59,31.82,3.41,4.93,12.88,1.05,2.56,6.35,1.81,1.15,Low
11.34,284.49,36.61,968.97,15.52,65.61,3.41,5.49,6.36,21.02,17.12,3.49,19.07,6.66,Low
25.82,298.97,50.61,1019.84,34.24,55.35,3.41,1.86,13.86,44.82,47.54,2.58,46.18,11.91,Low
25.64,298.79,41.89,1017.41,2.84,69.98,3.41,6.17,9.12,1.56,4.89,5.63,3.22,1.81,Low
14.05,287.2,48.34,978.21,1.32,46.95,3.41,6.05,12.67,0.73,1.95,7.67,1.34,1.03,Low
24.16,297.31,68.38,1014.47,24.32,42.03,3.41,0.37,14.07,31.72,33.85,0.52,32.78,1.7,Low
25.52,298.67,53.14,1017.29,15.84,64.23,3.41,7.24,7.91,12.37,25.69,5.73,19.03,10.9,Low
11.96,285.11,53.63,972.26,30.74,39.05,3.41,1.05,11.8,16.1,47.05,1.24,31.57,3.91,Low
10.32,283.47,64.65,966.67,3.1,43.01,3.41,2.75,5.08,2.23,5.49,1.4,3.86,0.54,Low
10.58,283.73,30.34,966.88,18.6,55.48,3.41,4.26,2.78,14.23,21.53,1.18,17.88,2.11,Low
17.63,290.78,75.36,991.15,8.47,58.69,3.41,4.28,5.58,6.75,11.37,2.39,9.06,2.17,Low
13.85,287,39.13,978.69,17.38,69.81,3.41,3.94,3.9,24.72,19.83,1.54,22.27,3.43,Low
23.23,296.38,65.66,1010.76,8.95,48.14,3.41,2.57,10.23,4.91,15.56,2.63,10.23,2.69,Low
20.26,293.41,33.7,1000.15,33.98,43.44,3.41,4.49,6.51,24.13,47.1,2.92,35.62,10.4,Low
16.2,289.35,87.39,986.75,7.82,55.27,3.41,6.08,9.5,7.34,12.56,5.78,9.95,5.75,Low
13.3,286.45,52.9,977.04,17.82,44.53,3.41,6.64,8.17,19.67,20.64,5.42,20.16,10.93,Low
27.37,300.52,45.84,1024.88,10.31,59.27,3.41,7.57,9.46,5.83,11.48,7.16,8.66,6.2,Low
14.15,287.3,42.78,978.29,30.58,60.87,3.41,3.96,6.3,16.73,35.27,2.49,26,6.47,Low
11.52,284.67,59.6,970.2,25.58,34.25,3.41,1.86,6.75,23.32,27.32,1.26,25.32,3.19,Low
21.5,294.65,55.51,1005.41,25.1,35.04,3.41,3.49,7.45,28.24,37.01,2.6,32.62,8.48,Low
18.3,291.45,38.03,993.9,8.97,61.27,3.41,5.17,12.71,4.94,10.8,6.57,7.87,5.17,Low
15.53,288.68,40.54,983.7,6.7,68.55,3.41,6.22,11.28,5.96,9.11,7.02,7.54,5.29,Low
27.06,300.21,37.86,1022.36,10.22,55.88,3.41,6.64,9.7,13.01,18.78,6.44,15.89,10.23,Low
25.73,298.88,41.47,1019.68,17.65,43.44,3.41,3.11,4.02,8.9,24.87,1.25,16.89,2.11,Low
17.48,290.63,72,991.16,2.14,64.07,3.41,7.02,7.08,1.18,3.82,4.97,2.5,1.24,Low
16.42,289.57,59.01,986.61,32.8,57.42,3.41,1.29,7.26,25.05,55.05,0.94,40.05,3.76,Low
19.22,292.37,47.72,996.16,39.85,40.18,3.41,1.99,4.44,21.26,40.69,0.88,30.98,2.73,Low
17.54,290.69,38.31,990.05,11.97,35.48,3.41,3.09,3.56,7.28,18.66,1.1,12.97,1.43,Low
26.03,299.18,30.59,1018.93,27.84,39.59,3.41,6.83,7.94,33.88,30.67,5.42,32.28,17.5,Medium
19.84,292.99,63.24,998.59,23.43,35.37,3.41,5.2,13.94,30.88,45.86,7.25,38.37,27.82,Medium
12.25,285.4,40.17,972.88,28.93,65.9,3.41,6.01,10.77,19.46,31.8,6.47,25.63,16.58,Medium
10.03,283.18,48.33,965.39,21.62,32.76,3.41,4.9,11.64,27.8,37.85,5.7,32.83,18.71,Medium
17.86,291.01,51.88,991.21,28.42,50.71,3.41,3.22,13.16,22.66,46.65,4.24,34.66,14.7,Medium
17.74,290.89,69.79,992.14,16.33,52.75,3.41,7.03,9.27,21.71,19.33,6.52,20.52,13.38,Medium
17.75,290.9,54,992.05,33.34,65.08,3.41,6.74,11.11,19.9,47.82,7.49,33.86,25.36,Medium
20.59,293.74,78.95,1001.95,29.92,36.47,3.41,6.7,11.66,17.39,52.85,7.81,35.12,27.43,Medium
14.56,287.71,48.51,981.49,35.42,51.38,3.41,3.59,12.57,45.33,68.89,4.51,57.11,25.76,Medium
22.94,296.09,61.13,1008.55,21.83,33.29,3.41,5.98,13.44,22.72,39.25,8.04,30.98,24.91,Medium
26.79,299.94,77.72,1022.67,17.38,59.14,3.41,7.53,11.07,11.62,32.58,8.34,22.1,18.43,Medium
22.95,296.1,58.96,1009.34,37.37,37.15,3.41,5.32,7.92,30.57,43.03,4.21,36.8,15.49,Medium
26.61,299.76,87.31,1023.39,10.18,45.83,3.41,8.04,15.02,9.65,19.11,12.08,14.38,17.37,Medium
20.91,294.06,59.27,1003.67,35.05,32.02,3.41,7.71,6.12,35.96,46.42,4.72,41.19,19.44,Medium
22.17,295.32,55.54,1011.2,27.47,69.4,3.42,6.9,13.59,31.92,28.29,9.38,30.11,28.24,High
26.05,299.2,60.83,1023.81,21.17,33.68,3.42,8.35,12.9,28.5,25.34,10.77,26.92,28.99,High
13.78,286.93,46.21,981.23,38.4,63.01,3.42,6.79,9.77,54.42,68.76,6.63,61.59,40.83,High
22.13,295.28,79.6,1010.43,15.6,62.37,3.42,1.2,13.49,13.71,22.64,1.62,18.18,2.95,Low
22.4,295.55,35.65,1011.95,18.7,34.96,3.42,6.12,3.67,23.87,19.92,2.25,21.9,4.93,Low
23.13,296.28,50.14,1012.97,10.57,47.25,3.42,4.18,13.12,7.09,12.31,5.48,9.7,5.32,Low
12.71,285.86,80.59,976.96,21.03,63.14,3.42,3.49,7.48,18.03,33.63,2.61,25.83,6.74,Low
20.51,293.66,89.13,1005.19,20.35,55.15,3.42,1.18,9.1,14.51,27.86,1.07,21.18,2.27,Low
13.34,286.49,46.67,979.31,38.98,46.74,3.42,1.98,11.53,24.38,50.82,2.28,37.6,8.57,Low
17.68,290.83,55.37,995.27,34.51,38.05,3.42,0.52,8.84,22.57,37.71,0.46,30.14,1.39,Low
21.55,294.7,33.44,1007.37,9.41,64.18,3.42,7.04,9.33,5.49,13.75,6.57,9.62,6.32,Low
12.78,285.93,38.79,977.61,16.34,35.07,3.42,6.16,3.59,22.52,19.91,2.21,21.21,4.69,Low
20.27,293.42,37.16,1004.07,15.3,69.19,3.42,6.69,3.59,16.02,19.22,2.4,17.62,4.23,Low
18.17,291.32,45.8,995.84,35.67,49.39,3.42,2.99,6.89,32.5,57.93,2.06,45.22,9.32,Low
21.51,294.66,55.65,1006.58,4.23,62.2,3.42,2.96,6.05,3.35,8.29,1.79,5.82,1.04,Low
12.1,285.25,78.47,974.9,12.79,45.27,3.42,4.88,14.67,14.06,13.57,7.16,13.82,9.9,Low
12.64,285.79,48.16,978.02,32.04,41.79,3.42,5.06,5.74,30.82,58.23,2.9,44.52,12.91,Low
18.02,291.17,63.11,994.86,8.67,48.39,3.42,4,9.43,4.99,15.91,3.77,10.45,3.94,Low
25.1,298.25,81.84,1019.72,1.85,35.08,3.42,5.63,7.07,1.31,1.91,3.98,1.61,0.64,Low
21.19,294.34,88.2,1006.09,10.92,53.77,3.42,7.79,6.16,5.64,15.63,4.8,10.63,5.1,Low
25.75,298.9,33.74,1022.89,29.62,41.09,3.42,2.34,12.57,28.53,34.09,2.94,31.31,9.21,Low
25.89,299.04,42.9,1022.47,11.52,63.7,3.42,5.46,9.28,9.31,12.17,5.07,10.74,5.45,Low
18.91,292.06,81.7,998.96,16.85,57.23,3.42,3.19,7.95,16.89,33.65,2.54,25.27,6.42,Low
20,293.15,76.43,1003.85,17.35,61.45,3.42,2.8,13.79,13.77,33.05,3.86,23.41,9.04,Low
